tweet_id,created_at,date,hour,weekday,username,tweet_text_raw,text_clean,likes,retweets,views,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_confidence,sentiment_score,sentiment
1769186965511905321,2024-03-16T19:20:17Z,2024-03-16,19,Saturday,_imaginable_,@tokufxug Wow! Is this #RealityComposerPro Shader Graph documentation new or was it always there? #AppleVisionPro 🤔,USER wow realitycomposerpro shader graph documentation new always applevisionpro,0,0,28,0.008499002084136,0.2590549290180206,0.7324460744857788,0.7324460744857788,0.7239470724016428,Positive
1769172645566890097,2024-03-16T18:23:22Z,2024-03-16,18,Saturday,richardkimphd,#AppleVisionPro App Store now viewable from web browsers https://t.co/bqr8aLqgIW #Apple launched a web version of the App Store for its new #AR/#VR headset #AppleVisionPro. This allows users to browse available apps without owning the headset.,applevisionpro app store viewable web browser URL apple launched web version app store new vr headset applevisionpro allows user browse available apps without owning headset,1,0,55,0.0019933676812797,0.2141358852386474,0.7838707566261292,0.7838707566261292,0.7818773889448494,Positive
1769122218641088629,2024-03-16T15:03:00Z,2024-03-16,15,Saturday,skarredghost,Surgeons perform UK's first operation using Apple's Vision Pro headset https://t.co/LWP1JQ84fF #MixedReality #SpatialComputing #AppleVisionPro,surgeon perform uk first operation using apple vision pro headset URL mixedreality spatialcomputing applevisionpro,1,0,488,0.0063428026624023,0.7850652933120728,0.208591878414154,0.7850652933120728,0.2022490757517516,Neutral
1769061234798649822,2024-03-16T11:00:40Z,2024-03-16,11,Saturday,hwbranded,TECH SPOTLIGHT: The Apple Vision Pro redefines augmented reality with its sleek design and intuitive eye-hand tracking. 🚀👓 #AppleVisionPro #TechInnovation PC: Apple https://t.co/Q9KCieLIR9,tech spotlight apple vision pro redefines augmented reality sleek design intuitive tracking applevisionpro techinnovation pc apple URL,0,0,81,0.0021257216576486,0.0447638742625713,0.9531104564666748,0.9531104564666748,0.950984734809026,Positive
1768997861566361694,2024-03-16T06:48:51Z,2024-03-16,6,Saturday,techhounder,"Vision Pro App Store Now Available Online, Browse Apps Before You Buy. #AppleVisionPro #Apple #AppStore https://t.co/pP5rPvYA4G",vision pro app store available online browse apps buy applevisionpro apple appstore URL,1,0,45,0.0027591567486524,0.3765696287155151,0.6206712126731873,0.6206712126731873,0.6179120559245348,Positive
1768932468059689268,2024-03-16T02:29:00Z,2024-03-16,2,Saturday,skarredghost,The Best Apple Vision Pro Games So Far - Our Top Picks For Spatial Gaming - @UploadVR https://t.co/miNxgZiJCF #Apple #AppleVisionPro #MixedReality,best apple vision pro game far top pick spatial gaming USER URL apple applevisionpro mixedreality,0,0,485,0.0020141911227256,0.0415182299911975,0.9564675688743592,0.9564675688743592,0.9544533777516336,Positive
1768857073809285298,2024-03-15T21:29:24Z,2024-03-15,21,Friday,dailydeals2buy,Exploring the Apple Vision Pro: A First-Generation VR Headset #apple #AppleVisionPro #AR #gadgets #Innovation #latest #samsung #Smartphones #TechNews #Technology #Virtualworld #VR https://t.co/b6AZi11ydS,exploring apple vision pro vr headset apple applevisionpro ar gadget innovation latest samsung smartphones technews technology virtualworld vr URL,1,0,42,0.0029472061432898,0.2224629819393158,0.7745898365974426,0.7745898365974426,0.7716426304541528,Positive
1768830948739858658,2024-03-15T19:45:36Z,2024-03-15,19,Friday,iamceeianes,"@JureKaramarko Clearly, they don't know anything about $CRH and prolly they're afraid to do dyor coz they might just eat their own words. 🫢 #PokemonGO #AppleVisionPro https://t.co/dJZRVqGEpA",USER clearly know anything crh prolly afraid dyor coz might eat word pokemongo applevisionpro URL,3,1,190,0.8536322116851807,0.1313413828611374,0.0150263691321015,0.8536322116851807,-0.8386058425530791,Negative
1768817377511096371,2024-03-15T18:51:40Z,2024-03-15,18,Friday,teveviral,Entérate de las últimas noticias de hoy 15 de Marzo #ia #aceitedepalma #applevisionpro #Noticias https://t.co/rXKdRqEVWL,entérate de la últimas noticias de hoy NUMBER de marzo ia aceitedepalma applevisionpro noticias URL,0,0,15,0.022121699526906,0.8971949815750122,0.0806832909584045,0.8971949815750122,0.0585615914314985,Neutral
1768810050766934229,2024-03-15T18:22:33Z,2024-03-15,18,Friday,javierdavalos,@OlusayoF @FigminXR I like it way better than with my #AppleVisionPro Scrolling with a motion controller’s thumb-stick is a delight!,USER USER like way better applevisionpro scrolling motion controller delight,1,0,103,0.0026267590001225,0.015884406864643,0.9814887642860411,0.9814887642860411,0.9788620052859188,Positive
1768753647217684590,2024-03-15T14:38:26Z,2024-03-15,14,Friday,realcastar,@JustHoopsGame #AppleVisionPro best of !,USER applevisionpro best,0,0,55,0.002711241133511,0.0621161013841629,0.9351726174354552,0.9351726174354552,0.9324613763019444,Positive
1768753110682374429,2024-03-15T14:36:18Z,2024-03-15,14,Friday,realcastar,@UploadVR @JustHoopsGame #AppleVisionPro best of!,USER USER applevisionpro best,0,0,71,0.0024124444462358,0.0336177125573158,0.9639698266983032,0.9639698266983032,0.9615573822520672,Positive
1768744463558398016,2024-03-15T14:01:56Z,2024-03-15,14,Friday,xperiencepodcas,The Apple vision pro are … #applevisionpro #Xperiencepodcast https://t.co/IyWyMeg3ED,apple vision pro applevisionpro xperiencepodcast URL,0,0,37,0.007054706569761,0.7348632216453552,0.2580820620059967,0.7348632216453552,0.2510273554362356,Neutral
1768719132495884360,2024-03-15T12:21:17Z,2024-03-15,12,Friday,yoon_ro_,Our environment is our window and background. #visionOS #visionPro #AppleVisionPro https://t.co/9EudNJROJy,environment window background visionos visionpro applevisionpro URL,1,0,289,0.0066628847271203,0.6694725155830383,0.3238645792007446,0.6694725155830383,0.3172016944736242,Neutral
1768676464126234625,2024-03-15T09:31:44Z,2024-03-15,9,Friday,technoidfr,Comment je vois l'avenir de la VR ? Ben c'est ici https://t.co/XqxRQQOCGt #VR #Quest3 #Applevisionpro https://t.co/q31KwXdk5Y,comment je vois de la vr ben ici URL vr applevisionpro URL,0,0,149,0.026536650955677,0.932974636554718,0.0404886901378631,0.932974636554718,0.0139520391821861,Neutral
1768666414242759027,2024-03-15T08:51:48Z,2024-03-15,8,Friday,mankindforward,"If your ""Preview"" (video) for your app gets stuck for hours and hours, check that it's between 15-30sec. Got me twice in a row. The error messages could be improved :-/ #AppleVisionPro https://t.co/YUdgjPanrU",preview video app get stuck hour hour check NUMBER got twice row error message could improved applevisionpro URL,0,0,54,0.9006859660148621,0.090055413544178,0.0092586576938629,0.9006859660148621,-0.8914273083209991,Negative
1768643764917055876,2024-03-15T07:21:48Z,2024-03-15,7,Friday,luxatic_pl,#Apple Vision Pro używane do ratowania życia - https://t.co/jwYO0kO0DZ #AppleVisionPro #AR #RzeczywistośćRozszerzona https://t.co/ze4r3Dz7JO,apple vision pro używane ratowania życia URL applevisionpro ar rzeczywistośćrozszerzona URL,0,0,21,0.0086663998663425,0.8813762664794922,0.1099572479724884,0.8813762664794922,0.1012908481061458,Neutral
1768482248830140452,2024-03-14T20:39:59Z,2024-03-14,20,Thursday,dilmerv,I love when devs find ways to make things work even before platform specific APIs become available 🚀🔥 Apple Vision Pro + Mobile w/ Geospatial API for Anchors 👇 By “Matt Hudson” who shared this experiment on LinkedIn. #AppleVisionPro https://t.co/LedEZtsICN,love devs find way make thing work even platform specific apis become available apple vision pro mobile geospatial api anchor matt hudson shared experiment linkedin applevisionpro URL,69,12,8736,0.0016224986175075,0.0197726357728242,0.9786049127578736,0.9786049127578736,0.976982414140366,Positive
1768465423794950517,2024-03-14T19:33:08Z,2024-03-14,19,Thursday,erico,"Introducing @tactilespace, a new way for ID and UX to build and explore hardware prototypes using #AppleVisionPro. Would you like to bring your model to life in an in-person demo? Send us a DM! Thank you to @fdotinc, @ori_living, and @fuseproject. https://t.co/RMJmbeWPWW",introducing USER new way id ux build explore hardware prototype using applevisionpro would like bring model life demo send u dm thank USER USER USER URL,5,1,224,0.0019505046075209,0.1012750342488288,0.8967744708061218,0.8967744708061218,0.8948239661986008,Positive
1768433143164309729,2024-03-14T17:24:51Z,2024-03-14,17,Thursday,xr_update,"""👀 Caught the latest buzz around #MetaQuest3 vs. #AppleVisionPro? Was Zuck's controversial comparison a PR slip or marketing gold? Decide for yourself! XR expert breakdown here: https://t.co/MiHtjIAELI 🎮⚡️#XR #tech"" https://t.co/IBvKsHCwLB",caught latest buzz around applevisionpro zuck controversial comparison pr slip marketing gold decide xr expert breakdown URL xr tech URL,1,0,55,0.0330203734338283,0.9073320627212524,0.059647548943758,0.9073320627212524,0.0266271755099296,Neutral
1768415690262819232,2024-03-14T16:15:30Z,2024-03-14,16,Thursday,76capital,Managing Partner @ChadStender had a great time trying out PGA TOUR Vision on Apple Vision Pro with @quintarinc's Jeff Jonas and Buddy Scott at THE PLAYERS Championship at TPC Sawgrass 🕶️⛳ #SportsTechVC #Sportsbiz #TPCSawgrass #AppleVisionPro https://t.co/23AbXp1K1V,managing partner USER great time trying pga tour vision apple vision pro USER jeff jonas buddy scott player championship tpc sawgrass sportstechvc sportsbiz tpcsawgrass applevisionpro URL,3,0,366,0.0011469541350379,0.0427529364824295,0.9561001062393188,0.9561001062393188,0.9549531521042808,Positive
1768399856001864091,2024-03-14T15:12:35Z,2024-03-14,15,Thursday,viadescapetv,Los #AppleVisionPro se cuelan en los quirófanos: ya han probado a operar con ellos para tener mejor control del paciente https://t.co/Da5LL2hiea,los applevisionpro se cuelan en los quirófanos ya han probado operar con ellos para tener mejor control del paciente URL,0,0,25,0.0169291868805885,0.8537213802337646,0.1293495148420334,0.8537213802337646,0.1124203279614448,Neutral
1768388850475208948,2024-03-14T14:28:51Z,2024-03-14,14,Thursday,harndefty,"@SnoopDogg Hey, there you are. #KateGate #AppleVisionPro #SNOOPY https://t.co/WxXEKoSAj0",USER hey kategate applevisionpro snoopy URL,1,0,175,0.0057393121533095,0.3465327620506286,0.6477279663085938,0.6477279663085938,0.6419886541552842,Positive
1768342589038579822,2024-03-14T11:25:02Z,2024-03-14,11,Thursday,vrtonung,"🚗💨 WROOM! Here I share exclusive demos: What it sounds like when an Audi R8 GT races past you at 200 km/h just a few meters away. Of course, using #spatialaudio https://t.co/AeZyAfKrQu #3DAudio #AppleVisionPro #Podcast #Technology #Innovation #latestshit https://t.co/vUJmiq8fM8",wroom share exclusive demo sound like audi gt race past NUMBER meter away course using spatialaudio URL applevisionpro podcast technology innovation latestshit URL,0,0,31,0.0042848233133554,0.5635055303573608,0.4322096109390259,0.5635055303573608,0.4279247876256704,Neutral
1768340287108321599,2024-03-14T11:15:53Z,2024-03-14,11,Thursday,licscooby03,"Lo digo sinceramente, el país está en paz... Atte : #AMLOelReyDeLaCorrupcionMentiraYMuerte #VisionDelBienestar #AppleVisionPro https://t.co/Ypg4NifPkD",lo digo sinceramente el país está en paz atte amloelreydelacorrupcionmentiraymuerte visiondelbienestar applevisionpro URL,0,0,43,0.0102734537795186,0.7846348285675049,0.2050918042659759,0.7846348285675049,0.1948183504864573,Neutral
1768311431982989731,2024-03-14T09:21:13Z,2024-03-14,9,Thursday,ninaflux,HawaiiXR hosted an AVP demo night! So much fun 🔥 #AppleVisionPro #Honolulu #HawaiiXR #SpatialComputing #VR #AR #MixedReality #ExtendedReality https://t.co/XlYE93gzAl,hawaiixr hosted avp demo night much fun applevisionpro honolulu hawaiixr spatialcomputing vr ar mixedreality extendedreality URL,2,0,94,0.0013161576353013,0.0201348066329956,0.978549063205719,0.978549063205719,0.9772329055704176,Positive
1768296867064926538,2024-03-14T08:23:21Z,2024-03-14,8,Thursday,ppe_pl,#AppleVisionPro ze wsparciem 12 języków! 🔥 #Apple przygotowuje się do globalnego debiutu? 😲 https://t.co/BSopXGqf8u,applevisionpro ze wsparciem NUMBER języków apple przygotowuje się globalnego debiutu URL,0,0,276,0.0062411688268184,0.1033942997455596,0.8903645873069763,0.8903645873069763,0.8841234184801579,Positive
1768283716567048666,2024-03-14T07:31:05Z,2024-03-14,7,Thursday,mtdupdates,"3D-Audio dank Apple Vision Pro? Martin Rieger erklärt, was 3D-Audio ist und wie es verschiedene Branchen verändern wird. Am 26.03. wird er auch beim @Digital_bf darüber sprechen #applevisionpro #virtualreality #audio #3daudio #morethandigital https://t.co/JwtMES8CFR",dank apple vision pro martin rieger erklärt ist und wie e verschiedene branchen verändern wird NUMBER wird er auch beim USER darüber sprechen applevisionpro virtualreality audio morethandigital URL,0,0,45,0.015421544201672,0.7543206810951233,0.2302577942609787,0.7543206810951233,0.2148362500593066,Neutral
1768280593156935901,2024-03-14T07:18:41Z,2024-03-14,7,Thursday,victoriaaaaali,Tracking the International Space Station from the ISS! #AppleVisionPro #VisionPro #visionOS #Apple #environment #ISS #NASA #InternationalSpaceStation #Developer #SwiftUI #Xcode #WomenInTech #Space #App @lindadong @visionOS_news @visionOSfan @SarahPerezTC https://t.co/BSd66NuXWj,tracking international space station iss applevisionpro visionpro visionos apple environment iss nasa internationalspacestation developer swiftui xcode womenintech space app USER USER USER USER URL,1,0,111,0.0048127779737114,0.6070927381515503,0.3880944848060608,0.6070927381515503,0.3832817068323493,Neutral
1768260804707570157,2024-03-14T06:00:03Z,2024-03-14,6,Thursday,itmanagement_de,"Entwicklungsteams haben das Potenzial von AR längst erkannt. #AppleVisionPro könnte für die großflächige Anwendung in der Industrie entscheidend werden. Ismar Efendic, CTO DC Smarter sieht darin revolutionäre Chancen – auch für Betreiber von Rechenzentren. https://t.co/dgXJbOyBoj",entwicklungsteams haben da potenzial von ar längst erkannt applevisionpro könnte für die großflächige anwendung der industrie entscheidend werden ismar efendic cto dc smarter sieht darin revolutionäre chancen auch für betreiber von rechenzentren URL,0,0,28,0.0288424771279096,0.6993939280509949,0.2717635929584503,0.6993939280509949,0.2429211158305406,Neutral
1768249703257215322,2024-03-14T05:15:56Z,2024-03-14,5,Thursday,hellomenopee,Looks like Daniel has marketed the future to me in a way Apple never could. ;) @pushmatrix Now let me check my Visa balance... #AppleVisionPro,look like daniel marketed future way apple never could USER let check visa balance applevisionpro,3,0,209,0.0041623343713581,0.0641814693808555,0.9316561818122864,0.9316561818122864,0.9274938474409282,Positive
1768231803892973634,2024-03-14T04:04:48Z,2024-03-14,4,Thursday,harndefty,"I wonder if Elon Musk or other rich people have ever thought, let's make a poor person happy today and buy them a Mustang? #ChampionsLeague #RamadanKareem #AppleVisionPro #Nft",wonder elon musk rich people ever thought let make poor person happy today buy mustang championsleague ramadankareem applevisionpro nft,1,0,41,0.0965379625558853,0.544508159160614,0.3589538931846618,0.544508159160614,0.2624159306287765,Neutral
1768220535098323241,2024-03-14T03:20:02Z,2024-03-14,3,Thursday,riccardoconsult,🌟📱 Pronti a trasformare il mondo con un'app per Apple Vision Pro? 🚀 Lascia che la tua creatività esploda mentre ti immergi nelle infinite possibilità offerte dalla tecnologia di visione di Apple!! 🌟📱 #InnovazioneDigitale #AppleVisionPro #SfidaIlFuturo https://t.co/b5dU8I1HLq,pronti trasformare il mondo con per apple vision pro lascia che la tua creatività esploda mentre ti immergi nelle infinite possibilità offerte dalla tecnologia di visione di apple innovazionedigitale applevisionpro sfidailfuturo URL,0,0,25,0.0036181809846311,0.1445882469415664,0.8517935872077942,0.8517935872077942,0.848175406223163,Positive
1768217494852919442,2024-03-14T03:07:57Z,2024-03-14,3,Thursday,nsaha22,📢London’s Cromwell Hospital Uses Apple’s Vision Pro in Spinal Surgery @CromwellHosp #London @Apple #AppleVisionPro #DHN @DHNInsight 📌Read more: https://t.co/d8mFTzfNhc,cromwell hospital us apple vision pro spinal surgery USER london USER applevisionpro dhn USER URL,0,0,34,0.0041555315256118,0.8296971321105957,0.1661474108695984,0.8296971321105957,0.1619918793439865,Neutral
1768209141980344555,2024-03-14T02:34:45Z,2024-03-14,2,Thursday,custompc_uk,"Apple 2023 MacBook Pro Laptop M3 1TB £1,699.97 🛒 https://t.co/Sc6xeGPuRE 📦Amazon Prime Free 30 Day Trial https://t.co/CwH37fGkxd *price + stock can change daily* #AmazonUK #ad #MacBookPro #M3 #iPhone15 #AppleVisionPro #Apple #iPhone15ProMax #Gaming #iOS17 #4K #MacBookAir",apple NUMBER macbook pro laptop NUMBER NUMBER URL prime free NUMBER day trial URL price stock change daily amazonuk ad macbookpro applevisionpro apple gaming macbookair,1,0,111,0.0035217741969972,0.3566570580005646,0.6398211717605591,0.6398211717605591,0.6362993975635618,Positive
1768209054004813905,2024-03-14T02:34:24Z,2024-03-14,2,Thursday,ceotechi,Apple Vision Pro: 12 lingue e 9 paesi nel mirino e l'Italia? #Apple #AppleVisionPro #AR #Espansione #Metaverso #MR #Notizie #Novità #PianiAziendali #RealtàMista #RealtàVirtuale #Tech #TechNews #Tecnologia #VisionPro #visionOS #VisoreAR https://t.co/5jGE14gA3Q https://t.co/CArypZlNtp,apple vision pro NUMBER lingue e NUMBER paesi nel mirino e apple applevisionpro ar espansione metaverso mr notizie novità pianiaziendali realtàmista realtàvirtuale tech technews tecnologia visionpro visionos visorear URL URL,2,2,53,0.0083966152742505,0.840367317199707,0.1512360274791717,0.840367317199707,0.1428394122049212,Neutral
1768158808382333151,2024-03-13T23:14:45Z,2024-03-13,23,Wednesday,mralexedtech,"I got to try the #AppleVisionPro at @SASchina today! I used it for 10 only minutes, but my first impression was ""wow"". Typing and interacting with windows was surprisingly intuitive. The sound and visuals were amazing. As someone who isn't sold on VR, this is a 10 out 10. https://t.co/wzQFu6455Q",got try applevisionpro USER today used NUMBER minute first impression wow typing interacting window surprisingly intuitive sound visuals amazing someone sold vr NUMBER NUMBER URL,22,0,593,0.0034722383134067,0.012413983233273,0.9841138124465942,0.9841138124465942,0.9806415741331876,Positive
1768154947323822529,2024-03-13T22:59:24Z,2024-03-13,22,Wednesday,glebkobr,"#Apple is the only tech stock that has negative result in YTD. #AppleVisionPro hype lasted 2 weeks, because it is expensive PoS. #EU makes #Apple pay 2b$ of fines. Apple car (10b of R&amp;D expenses) production will never be produced. @WarrenBuffett sells more&amp;more of Apple.",apple tech stock negative result ytd applevisionpro hype lasted NUMBER week expensive po eu make apple pay fine apple car r amp expense production never produced USER sell amp apple,0,0,69,0.8328030705451965,0.1478065997362136,0.0193903222680091,0.8328030705451965,-0.8134127482771873,Negative
1768133137446694932,2024-03-13T21:32:44Z,2024-03-13,21,Wednesday,notetech_10,We indians fount the best use for the Apple Vision Pro 🤣🤣 #AppleVisionPro #Apple #Android #TechNews @iHateApplee 😂 https://t.co/vrz2Lq8eR8,indian fount best use apple vision pro applevisionpro apple android technews USER URL,2,0,141,0.0050614359788596,0.0809865593910217,0.9139519929885864,0.9139519929885864,0.9088905570097268,Positive
1768119476048814269,2024-03-13T20:38:27Z,2024-03-13,20,Wednesday,80level,.@pushmatrix presented a cool setup that lets one preview 3D Blender scenes in AR in real-time. The setup is set to go open-source in the coming weeks: https://t.co/RQKHcVd39Y #ar #AugmentedReality #AppleVisionPro #VisionPro #blender #blender3d #b3d #blendercommunity #3dart #3d https://t.co/jFA296Vsh1,USER presented cool setup let one preview blender scene ar setup set go coming week URL ar augmentedreality applevisionpro visionpro blender blendercommunity URL,227,39,17589,0.0018129035597667,0.1014251112937927,0.8967620134353638,0.8967620134353638,0.8949491098755971,Positive
1768077014706315583,2024-03-13T17:49:44Z,2024-03-13,17,Wednesday,claytondubya,"I know it useful for sure, but are people using the #AppleVisionPro ? Seems like the hype fizzled quick 🤔",know useful sure people using applevisionpro seems like hype fizzled quick,1,0,62,0.2359120398759842,0.5041666626930237,0.2599213123321533,0.5041666626930237,0.0240092724561691,Neutral
1768055770774430045,2024-03-13T16:25:19Z,2024-03-13,16,Wednesday,macmagazine,"Conhecida por criar acabamentos superluxuosos em ouro, a empresa russa CAVIAR apresentou recentemente uma nova personalização para #iPhone que busca tornar o aparelho mais parecido com o badalado #AppleVisionPro. Como é possível notar nas imagens, o… https://t.co/C59Pe3Nmde",conhecida por criar acabamentos superluxuosos em ouro empresa russa caviar apresentou recentemente uma nova personalização para iphone que busca tornar aparelho mais parecido com badalado applevisionpro como é possível notar na imagens URL,2,0,1623,0.0497537031769752,0.8510587811470032,0.0991875529289245,0.8510587811470032,0.0494338497519493,Neutral
1767997723276448013,2024-03-13T12:34:39Z,2024-03-13,12,Wednesday,untold_23,#ArtificialIntelligence has revealed what the world will look like in 5 years. #AppleVisionPro #Transhumanism #SocialCreditSystem #NWO #WEF2030Agenda #GreatReset #CarbonFootPrint #HungerGames #vonderleyen #KlausSchwab #BillGates https://t.co/WssnZB3awL,artificialintelligence revealed world look like NUMBER year applevisionpro transhumanism socialcreditsystem nwo greatreset carbonfootprint hungergames vonderleyen klausschwab billgates URL,0,0,42,0.0100594358518719,0.4236629605293274,0.5662775635719299,0.5662775635719299,0.556218127720058,Positive
1767965229256733014,2024-03-13T10:25:32Z,2024-03-13,10,Wednesday,trustandmarket,"🚀 Nouvelle Ère de Prod Musicale: Apple Vision Pro &amp; RipX DAW! 🎶 🎵 Expérience Unique: Marchez parmi vos compositions, touchez et modèlez la musique en 3D. 🌠 L'avenir? Votre vision sur cette avancée qui promet de remodeler la production musicale. #AppleVisionPro #RipXDAW https://t.co/SYIpLjzp1Q",nouvelle ère de prod musicale apple vision pro amp ripx daw expérience unique marchez parmi vos composition touchez et modèlez la musique en votre vision sur cette avancée qui promet de remodeler la production musicale applevisionpro ripxdaw URL,0,0,48,0.0050165387801826,0.6724680066108704,0.322515457868576,0.6724680066108704,0.3174989190883934,Neutral
1767945752876065125,2024-03-13T09:08:08Z,2024-03-13,9,Wednesday,amazingchevvolt,Hmmmmm....... @Apple #AppleVisionPro 👀,hmmmmm USER applevisionpro,1,1,87,0.0060262554325163,0.8018549680709839,0.1921187192201614,0.8018549680709839,0.1860924637876451,Neutral
1767936263540068816,2024-03-13T08:30:26Z,2024-03-13,8,Wednesday,mashableindia,Surgeons In The UK Use Apple’s Vision Pro Headset In Spine Surgery For The First Time; Read Full Story Here #technews #apple #applevisionpro https://t.co/RrG3CJRFpf,surgeon uk use apple vision pro headset spine surgery first time read full story technews apple applevisionpro URL,0,0,59,0.0041401428170502,0.6172361373901367,0.3786237239837646,0.6172361373901367,0.3744835811667144,Neutral
1767914584696934893,2024-03-13T07:04:17Z,2024-03-13,7,Wednesday,itecbcn,"Avui a l'ITB, de la mà d'@InvelonTech, hem comparat totes les darreres versions de les ulleres de realitat virtual: #AppleVisionPro, #MetaQuest3, #Pico4. Apassionant!!! @consorciedubcn @educaciocat @Bcn_NouBarris @BCN_digital @la_UPC #FP #be_pro @FPCAT @fpcatalunya https://t.co/KVq6qwmPTU",avui de la mà USER hem comparat tote le darreres version de le ulleres de realitat virtual applevisionpro apassionant USER USER USER USER USER fp USER USER URL,17,4,516,0.0118649573996663,0.5947930812835693,0.3933420479297638,0.5947930812835693,0.3814770905300975,Neutral
